latitude,longitude,date,acq_time_npt,temperature,pressure,cloudcover,humidity,windspeed,precipitation,fire
27.6816,85.6708,2024-04-22,09:53,26.0,999.9,23.7,5.3,2.2,0.04,1
27.6803,85.6823,2024-04-22,09:53,28.2,1001.6,19.8,10.6,0.5,0.3,1
27.6727,84.9477,2024-04-22,09:53,25.5,997.6,24.1,16.9,3.1,0.05,1
27.7102,83.0916,2024-04-22,09:53,36.5,991.5,14.0,12.7,2.2,0.25,1
27.4489,85.0214,2024-04-22,09:53,30.5,1015.5,41.5,7.1,3.6,0.04,1
27.3938,85.5127,2024-04-22,09:53,28.1,987.9,12.9,12.3,1.8,0.24,1
28.5583,83.3366,2024-04-22,09:53,21.9,1019.9,29.2,14.7,4.8,0.22,1
28.9378,82.5978,2024-04-22,09:53,17.0,993.6,10.2,6.2,2.6,0.15,1
28.9395,82.5933,2024-04-22,09:53,15.5,1005.0,25.4,8.5,3.7,0.25,1
28.9688,81.4589,2024-04-22,09:53,25.4,988.7,23.0,7.9,0.7,0.17,1
28.9665,81.4881,2024-04-22,09:53,24.9,1000.4,24.8,9.5,0.7,0.29,1
28.7387,82.8023,2024-04-22,09:53,9.5,1000.2,38.5,18.7,2.4,0.06,1
28.8543,81.0183,2024-04-22,09:53,31.1,1001.1,27.2,13.7,2.8,0.16,1
28.739,82.7954,2024-04-22,09:53,12.1,999.4,10.8,10.2,4.6,0.3,1
28.7591,81.8163,2024-04-22,09:53,27.1,1015.1,27.4,12.0,3.5,0.16,1
28.4402,83.6132,2024-04-22,09:53,27.6,1000.4,17.1,13.4,4.8,0.29,1
27.5452,84.066,2024-04-22,14:04,39.4,1008.6,10.0,13.0,5.5,0.14,1
27.6436,83.5026,2024-04-22,14:04,39.4,999.5,15.7,9.7,2.3,0.07,1
27.645,83.5129,2024-04-22,14:04,39.5,983.2,23.4,15.9,2.3,0.27,1
27.8268,84.8854,2024-04-22,14:04,33.6,999.3,12.9,9.9,3.3,0.2,1
27.7363,84.2615,2024-04-22,14:04,33.9,992.7,12.7,11.1,3.4,0.04,1
27.725,84.3189,2024-04-22,14:04,33.4,1005.6,16.9,7.4,3.4,0.16,1
27.7264,84.3299,2024-04-22,14:04,33.1,997.8,23.3,6.6,3.4,0.0,1
27.6023,83.7425,2024-04-22,14:04,38.4,1003.5,16.8,13.2,3.1,0.29,1
27.5301,83.4757,2024-04-22,14:04,39.7,994.8,26.4,13.9,5.6,0.25,1
27.5315,83.486,2024-04-22,14:04,39.7,981.2,12.1,6.2,5.6,0.12,1
27.5822,84.1403,2024-04-22,14:04,38.3,985.2,11.7,8.4,3.4,0.04,1
27.5836,84.151,2024-04-22,14:04,38.3,1013.8,27.5,16.4,3.4,0.29,1
27.6941,85.0176,2024-04-22,14:04,30.1,1007.2,26.9,6.0,3.4,0.24,1
27.6059,84.4691,2024-04-22,14:04,35.7,1010.2,10.0,11.2,4.6,0.16,1
27.6073,84.4801,2024-04-22,14:04,35.8,993.4,33.5,11.8,4.6,0.21,1
27.5438,84.0553,2024-04-22,14:04,39.4,1010.4,29.3,5.1,5.7,0.26,1
27.1712,84.7817,2024-04-22,14:04,39.5,986.8,20.4,19.8,9.8,0.27,1
27.4128,84.7462,2024-04-22,14:04,35.3,992.4,25.3,18.3,3.9,0.1,1
27.5347,85.5608,2024-04-22,14:04,26.6,982.2,17.2,17.0,4.7,0.1,1
27.4249,84.3436,2024-04-22,14:04,36.8,983.0,18.2,16.0,6.3,0.22,1
27.5285,84.6297,2024-04-22,14:04,34.7,980.0,12.6,6.8,3.7,0.07,1
27.5242,84.5964,2024-04-22,14:04,35.3,981.1,15.4,18.7,3.7,0.13,1
27.5227,84.5853,2024-04-22,14:04,35.2,997.3,19.2,12.6,3.7,0.04,1
27.5302,84.6012,2024-04-22,14:04,35.3,988.8,57.0,15.5,3.7,0.24,1
27.5287,84.59,2024-04-22,14:04,35.3,1010.0,24.6,19.7,3.7,0.12,1
27.5367,84.5775,2024-04-22,14:04,35.4,999.9,23.9,16.5,3.7,0.21,1
27.6185,84.997,2024-04-22,14:04,23.8,989.3,27.6,17.9,3.1,0.06,1
27.5341,84.2648,2024-04-22,14:04,37.5,1003.9,17.9,11.6,3.8,0.04,1
27.5016,84.0189,2024-04-22,14:04,38.9,991.5,14.9,16.1,5.7,0.06,1
27.4931,83.9557,2024-04-22,14:04,39.1,994.2,23.3,9.8,5.7,0.08,1
27.5582,84.3051,2024-04-22,14:04,36.7,981.4,35.6,16.5,3.8,0.04,1
27.5568,84.2943,2024-04-22,14:04,37.6,981.0,18.5,17.7,3.8,0.13,1
28.5279,81.6111,2024-04-22,14:05,31.8,990.4,22.2,8.7,0.8,0.0,1
27.7189,83.9899,2024-04-22,14:05,33.6,985.7,26.4,10.1,2.4,0.04,1
27.7161,83.969,2024-04-22,14:05,34.6,1017.5,26.2,12.7,2.4,0.07,1
27.7148,83.9588,2024-04-22,14:05,35.6,982.8,15.1,11.0,4.8,0.21,1
27.8884,85.2665,2024-04-22,14:05,34.6,984.9,13.9,16.4,2.7,0.19,1
27.8365,84.8429,2024-04-22,14:05,36.3,1016.1,16.5,5.5,3.4,0.19,1
27.828,84.7742,2024-04-22,14:05,37.1,1003.9,22.5,15.6,3.8,0.03,1
27.678,83.6161,2024-04-22,14:05,37.1,993.8,19.2,11.9,3.6,0.29,1
27.6001,82.8508,2024-04-22,14:05,39.4,986.7,24.4,11.7,3.2,0.15,1
27.8026,84.2765,2024-04-22,14:05,33.1,997.4,10.9,9.8,3.4,0.03,1
27.6234,82.8876,2024-04-22,14:05,39.6,998.5,43.7,14.1,3.2,0.02,1
27.622,82.8776,2024-04-22,14:05,39.4,1012.5,22.8,8.7,3.2,0.01,1
27.9496,85.0474,2024-04-22,14:05,30.2,997.7,14.7,14.3,2.9,0.1,1
27.7363,83.4364,2024-04-22,14:05,33.3,993.0,28.3,6.0,3.9,0.26,1
27.6858,83.072,2024-04-22,14:05,40.1,981.3,25.5,14.7,2.5,0.1,1
27.6844,83.0619,2024-04-22,14:05,40.1,995.9,23.4,12.4,3.2,0.09,1
27.9521,85.0413,2024-04-22,14:05,29.6,987.7,14.6,15.8,2.9,0.06,1
27.8013,83.8554,2024-04-22,14:05,34.7,1016.3,14.3,11.8,0.7,0.03,1
27.7999,83.8448,2024-04-22,14:05,34.4,989.4,14.6,8.8,0.7,0.28,1
27.7457,83.4399,2024-04-22,14:05,34.8,1010.5,22.1,9.0,2.5,0.08,1
27.7616,83.4895,2024-04-22,14:05,34.2,986.0,23.1,17.6,3.9,0.17,1
27.7088,83.1036,2024-04-22,14:05,39.8,980.4,11.5,14.2,2.2,0.25,1
27.706,83.0834,2024-04-22,14:05,39.7,992.5,12.1,14.3,2.2,0.2,1
27.7046,83.0733,2024-04-22,14:05,39.7,1012.8,24.0,13.4,2.2,0.01,1
27.6765,82.8725,2024-04-22,14:05,39.5,986.1,29.5,9.9,3.2,0.02,1
27.7483,83.3247,2024-04-22,14:05,37.3,991.1,39.2,11.7,2.3,0.08,1
27.7163,83.0919,2024-04-22,14:05,39.6,1016.9,20.3,18.6,2.2,0.04,1
27.7299,83.0585,2024-04-22,14:05,39.7,1014.0,35.0,9.3,2.2,0.22,1
27.7214,82.9981,2024-04-22,14:05,39.8,1016.1,14.3,13.9,2.2,0.24,1
27.7406,83.005,2024-04-22,14:05,39.7,1015.2,24.4,10.7,2.2,0.06,1
27.7392,82.9949,2024-04-22,14:05,39.6,1010.8,35.0,7.7,2.2,0.26,1
27.7915,83.3056,2024-04-22,14:05,31.9,1014.5,25.9,14.9,3.7,0.12,1
27.8716,83.7573,2024-04-22,14:05,35.4,996.5,13.6,12.6,1.9,0.05,1
27.8813,83.7599,2024-04-22,14:05,33.9,1003.0,20.2,19.3,1.9,0.15,1
27.8262,83.2826,2024-04-22,14:05,33.9,996.4,19.7,7.5,3.4,0.17,1
27.8244,83.1372,2024-04-22,14:05,33.0,996.3,11.3,8.4,3.3,0.17,1
27.9116,83.3717,2024-04-22,14:05,31.2,1016.3,40.5,5.7,3.7,0.02,1
27.7949,82.4703,2024-04-22,14:05,37.3,985.8,28.3,10.9,3.4,0.02,1
27.7935,82.4603,2024-04-22,14:05,37.0,1017.7,25.1,18.4,3.4,0.1,1
27.8037,82.4687,2024-04-22,14:05,37.6,1000.1,23.5,9.4,3.4,0.13,1
27.8565,82.776,2024-04-22,14:05,35.1,999.6,24.6,15.8,1.1,0.23,1
27.9171,83.1453,2024-04-22,14:05,27.5,991.5,29.3,14.8,3.2,0.03,1
27.8099,82.3859,2024-04-22,14:05,37.0,1006.9,10.8,14.4,3.4,0.15,1
27.7927,82.2668,2024-04-22,14:05,38.2,1002.1,17.7,16.9,3.1,0.07,1
27.926,83.144,2024-04-22,14:05,29.6,1001.0,10.9,14.0,3.2,0.26,1
27.7958,82.2254,2024-04-22,14:05,38.5,995.1,13.4,8.9,3.1,0.1,1
28.0482,83.9089,2024-04-22,14:05,33.4,1012.7,38.8,10.1,3.2,0.14,1
28.0468,83.8984,2024-04-22,14:05,33.8,988.2,21.5,15.8,3.2,0.05,1
27.8904,82.7594,2024-04-22,14:05,34.3,1015.9,24.4,5.3,1.1,0.27,1
27.837,82.1973,2024-04-22,14:05,38.3,990.2,15.8,12.4,1.8,0.15,1
27.8341,82.1775,2024-04-22,14:05,38.4,980.5,13.6,11.3,2.5,0.25,1
27.9885,83.1896,2024-04-22,14:05,33.4,995.6,17.9,13.5,3.4,0.03,1
27.9198,82.6961,2024-04-22,14:05,34.2,1018.1,27.5,11.6,1.1,0.01,1
28.0615,83.6621,2024-04-22,14:05,32.8,980.3,18.0,16.0,1.9,0.11,1
27.9974,83.1879,2024-04-22,14:05,32.5,988.5,30.7,6.0,3.9,0.08,1
27.853,82.1673,2024-04-22,14:05,37.9,1005.6,27.1,16.6,2.5,0.06,1
27.8516,82.1574,2024-04-22,14:05,38.0,989.0,17.2,10.4,2.5,0.03,1
27.9166,82.4819,2024-04-22,14:05,34.4,980.2,14.3,19.0,1.1,0.27,1
27.9151,82.472,2024-04-22,14:05,33.7,1003.7,19.2,16.5,0.4,0.23,1
27.9052,82.4025,2024-04-22,14:05,37.9,986.1,11.3,7.3,1.8,0.26,1
27.9732,82.6248,2024-04-22,14:05,33.2,1008.7,31.3,11.6,0.4,0.04,1
27.9718,82.6149,2024-04-22,14:05,34.2,1010.6,34.5,8.9,1.1,0.05,1
27.9533,82.4853,2024-04-22,14:05,33.4,999.2,26.2,5.8,0.4,0.05,1
27.9304,82.3263,2024-04-22,14:05,37.8,984.6,27.0,11.4,1.8,0.04,1
27.9146,82.217,2024-04-22,14:05,36.6,986.0,12.8,10.3,2.6,0.25,1
28.0455,83.0743,2024-04-22,14:05,28.4,1007.9,21.9,12.7,4.3,0.29,1
27.9234,82.2154,2024-04-22,14:05,36.5,1012.7,31.7,13.9,2.6,0.01,1
28.2316,84.383,2024-04-22,14:05,34.1,996.0,17.2,5.9,4.6,0.28,1
28.1223,83.565,2024-04-22,14:05,27.9,1017.2,28.5,7.7,5.7,0.16,1
28.0544,83.0726,2024-04-22,14:05,27.7,983.1,46.6,12.6,4.3,0.26,1
28.053,83.0627,2024-04-22,14:05,28.5,997.8,23.8,17.8,4.3,0.06,1
28.0922,83.2796,2024-04-22,14:05,29.5,1006.1,12.9,10.9,2.3,0.29,1
28.1012,83.2782,2024-04-22,14:05,29.4,984.4,15.8,16.5,2.3,0.18,1
28.0999,83.2684,2024-04-22,14:05,32.9,983.3,24.1,7.8,2.5,0.09,1
28.1088,83.2668,2024-04-22,14:05,32.1,996.5,17.5,16.8,1.8,0.02,1
27.9575,82.1931,2024-04-22,14:05,36.0,999.1,24.8,8.4,2.6,0.14,1
28.0568,82.6962,2024-04-22,14:05,33.7,992.7,13.4,6.9,0.7,0.27,1
28.0554,82.6862,2024-04-22,14:05,33.8,995.2,13.2,15.7,0.4,0.04,1
28.1459,83.2704,2024-04-22,14:05,31.2,998.7,29.2,7.4,4.3,0.13,1
28.139,83.2197,2024-04-22,14:05,33.6,999.0,26.4,20.0,2.5,0.22,1
28.0812,82.805,2024-04-22,14:05,34.6,1009.2,23.6,14.4,0.7,0.13,1
28.0656,82.6944,2024-04-22,14:05,32.1,984.3,54.4,7.3,1.8,0.09,1
28.0642,82.6844,2024-04-22,14:05,32.7,1006.2,49.9,12.9,2.2,0.11,1
28.0614,82.6645,2024-04-22,14:05,33.7,987.6,22.2,16.8,0.4,0.08,1
28.0901,82.8034,2024-04-22,14:05,34.7,983.9,10.1,19.4,0.7,0.18,1
27.9712,81.9147,2024-04-22,14:05,38.8,981.6,26.9,10.9,3.6,0.01,1
27.9771,81.8931,2024-04-22,14:05,38.4,984.2,13.4,15.6,3.6,0.21,1
28.1077,82.7211,2024-04-22,14:05,30.2,996.1,19.1,13.9,2.3,0.05,1
28.0178,82.0936,2024-04-22,14:05,37.3,992.6,15.2,6.0,1.8,0.15,1
28.012,82.0538,2024-04-22,14:05,37.1,980.9,29.8,14.7,2.5,0.19,1
28.2467,83.6711,2024-04-22,14:05,31.1,1011.2,21.9,5.1,4.2,0.16,1
28.2454,83.6612,2024-04-22,14:05,32.7,1008.1,11.1,11.8,4.2,0.25,1
28.244,83.6509,2024-04-22,14:05,33.4,1009.3,18.3,7.4,4.2,0.17,1
28.1151,82.7094,2024-04-22,14:05,30.0,1007.7,21.4,15.1,2.3,0.03,1
28.1137,82.6993,2024-04-22,14:05,29.7,997.4,47.2,11.1,2.3,0.01,1
28.174,82.9354,2024-04-22,14:05,27.4,1015.0,16.3,10.7,3.8,0.01,1
28.1727,82.9255,2024-04-22,14:05,29.2,993.3,24.3,8.3,2.1,0.14,1
28.2984,83.781,2024-04-22,14:05,30.7,1015.9,16.6,14.4,4.2,0.05,1
28.0517,81.9543,2024-04-22,14:05,37.3,999.4,38.7,6.0,3.0,0.02,1
28.0591,81.9426,2024-04-22,14:05,37.3,1010.3,22.2,6.8,3.0,0.12,1
28.0679,81.941,2024-04-22,14:05,37.3,1018.7,14.1,13.9,2.8,0.25,1
28.0622,81.7724,2024-04-22,14:05,38.2,991.2,25.9,7.3,3.6,0.28,1
28.1151,82.0696,2024-04-22,14:05,32.5,986.0,18.1,12.9,2.7,0.0,1
28.1648,82.1625,2024-04-22,14:05,34.2,1018.3,15.6,11.0,1.8,0.07,1
28.1634,82.1525,2024-04-22,14:05,34.6,996.4,37.2,7.8,1.8,0.08,1
28.1211,81.8637,2024-04-22,14:05,36.1,980.3,15.5,16.9,2.8,0.3,1
28.1196,81.8538,2024-04-22,14:05,36.2,1012.5,26.1,10.9,2.8,0.08,1
28.1649,82.1011,2024-04-22,14:05,34.7,980.5,16.7,9.4,1.8,0.01,1
28.2891,82.9085,2024-04-22,14:05,24.5,996.9,17.5,17.1,4.3,0.16,1
28.1737,82.0995,2024-04-22,14:05,34.7,1019.1,30.8,18.7,1.8,0.25,1
28.3292,83.1313,2024-04-22,14:05,30.4,1017.7,29.7,6.6,3.8,0.2,1
28.152,81.8271,2024-04-22,14:05,36.3,1004.3,20.2,15.2,2.8,0.21,1
28.1505,81.8171,2024-04-22,14:05,36.3,1007.5,13.8,19.0,2.8,0.21,1
28.1679,81.8585,2024-04-22,14:05,36.0,984.8,17.3,12.6,2.8,0.16,1
28.2045,82.0462,2024-04-22,14:05,33.9,1014.1,20.3,9.4,2.6,0.27,1
28.1752,81.7853,2024-04-22,14:05,37.6,986.3,18.9,13.7,3.8,0.22,1
28.4416,83.6139,2024-04-22,14:05,31.1,999.4,24.0,6.5,4.8,0.04,1
28.1855,81.7936,2024-04-22,14:05,37.6,980.3,22.4,9.6,3.8,0.27,1
28.1841,81.7836,2024-04-22,14:05,37.6,1010.7,16.7,11.9,3.8,0.21,1
28.4478,83.5906,2024-04-22,14:05,27.9,1018.1,13.9,17.7,4.8,0.13,1
28.4464,83.5804,2024-04-22,14:05,29.2,997.4,11.7,10.3,4.8,0.26,1
28.1944,81.7919,2024-04-22,14:05,36.7,1017.9,22.4,19.4,2.1,0.09,1
28.1929,81.782,2024-04-22,14:05,36.8,1006.8,16.5,13.6,2.8,0.21,1
28.3849,83.0614,2024-04-22,14:05,24.5,1002.4,22.5,12.8,5.3,0.05,1
28.3058,82.4977,2024-04-22,14:05,26.8,1010.4,20.0,10.9,3.6,0.08,1
28.2047,81.8002,2024-04-22,14:05,36.6,1011.5,26.4,13.1,2.1,0.01,1
28.2032,81.7903,2024-04-22,14:05,36.7,986.3,10.2,12.9,2.1,0.14,1
28.2017,81.7803,2024-04-22,14:05,36.8,1006.4,41.6,13.0,2.8,0.21,1
28.212,81.7886,2024-04-22,14:05,36.7,986.0,22.3,10.0,2.8,0.06,1
28.2149,81.7469,2024-04-22,14:05,36.9,984.2,17.7,5.9,3.8,0.08,1
28.3009,82.2735,2024-04-22,14:05,29.5,989.1,18.4,8.4,3.7,0.19,1
28.2575,81.9747,2024-04-22,14:05,34.6,985.8,59.8,16.5,2.6,0.2,1
28.3097,82.2718,2024-04-22,14:05,29.7,1011.5,16.0,19.0,3.7,0.04,1
28.3083,82.2619,2024-04-22,14:05,29.9,990.2,24.1,19.8,2.6,0.13,1
28.484,83.3854,2024-04-22,14:05,22.9,987.3,20.8,14.6,4.7,0.28,1
28.2548,81.7643,2024-04-22,14:05,36.6,986.3,24.5,18.5,2.1,0.2,1
28.2325,81.6143,2024-04-22,14:05,37.3,998.6,10.4,17.9,2.1,0.22,1
28.2872,81.9224,2024-04-22,14:05,32.8,1016.2,13.8,7.8,2.8,0.0,1
28.5366,83.3001,2024-04-22,14:05,20.0,984.3,17.6,12.7,2.3,0.11,1
28.2853,81.4803,2024-04-22,14:05,37.4,981.5,35.3,6.7,3.3,0.09,1
28.4667,82.3326,2024-04-22,14:05,27.2,987.0,22.2,18.2,4.6,0.2,1
28.4653,82.3226,2024-04-22,14:05,28.1,1016.7,18.6,7.6,2.9,0.26,1
28.3648,81.6341,2024-04-22,14:05,34.2,986.1,12.8,18.9,1.8,0.06,1
28.4284,81.7499,2024-04-22,14:05,32.8,1011.4,19.2,17.1,2.2,0.02,1
28.4295,81.5745,2024-04-22,14:05,35.5,1006.3,20.1,9.6,1.1,0.25,1
28.3856,81.2826,2024-04-22,14:05,38.8,980.6,26.1,18.5,4.3,0.15,1
28.4813,81.8014,2024-04-22,14:05,33.0,1010.2,30.3,8.8,2.5,0.22,1
28.4857,81.7696,2024-04-22,14:05,34.1,996.0,37.7,5.8,2.5,0.13,1
28.4061,81.2369,2024-04-22,14:05,38.3,1013.9,20.2,9.3,4.3,0.22,1
28.5194,81.8765,2024-04-22,14:05,24.8,980.9,16.1,8.5,1.8,0.0,1
28.5224,81.8348,2024-04-22,14:05,28.8,992.9,30.3,6.8,3.5,0.29,1
28.4572,81.262,2024-04-22,14:05,38.6,992.7,12.3,18.5,4.3,0.1,1
28.4537,81.1793,2024-04-22,14:05,38.3,983.9,29.7,11.7,4.7,0.08,1
28.7156,82.7888,2024-04-22,14:05,15.6,1011.2,19.5,15.8,4.8,0.12,1
28.6593,82.3257,2024-04-22,14:05,31.8,982.4,12.8,18.7,1.9,0.21,1
28.535,81.4761,2024-04-22,14:05,28.4,1002.8,22.7,6.3,1.8,0.16,1
28.5228,81.3947,2024-04-22,14:05,36.5,993.8,26.2,16.5,2.6,0.28,1
28.5971,81.8346,2024-04-22,14:05,25.3,982.6,27.9,18.2,2.6,0.11,1
28.5956,81.8245,2024-04-22,14:05,28.6,1009.0,24.7,11.1,3.8,0.03,1
28.5317,81.393,2024-04-22,14:05,36.2,1008.4,18.5,11.5,2.3,0.25,1
28.7434,82.7932,2024-04-22,14:05,10.8,1013.8,19.3,6.9,2.4,0.23,1
28.742,82.783,2024-04-22,14:05,11.3,995.9,21.1,17.8,2.4,0.05,1
28.5551,81.3619,2024-04-22,14:05,36.0,1017.2,19.3,16.0,1.1,0.2,1
28.5624,81.3501,2024-04-22,14:05,36.0,1000.8,56.0,18.7,1.1,0.16,1
28.5691,81.2134,2024-04-22,14:05,37.7,998.7,33.4,5.8,4.3,0.19,1
28.5675,81.2032,2024-04-22,14:05,37.7,1002.4,12.8,10.5,4.3,0.08,1
28.625,81.5245,2024-04-22,14:05,32.8,1015.5,18.4,12.0,2.5,0.16,1
28.6338,81.5228,2024-04-22,14:05,32.8,1019.7,39.5,19.4,2.5,0.05,1
28.6125,81.3197,2024-04-22,14:05,35.3,991.7,29.6,15.3,1.9,0.3,1
28.6588,81.5078,2024-04-22,14:05,30.8,998.4,58.8,15.2,0.8,0.08,1
28.8652,82.8,2024-04-22,14:05,9.1,1000.4,33.3,15.9,1.3,0.01,1
28.8637,82.7896,2024-04-22,14:05,8.6,999.6,28.8,17.3,3.1,0.2,1
28.6624,81.3968,2024-04-22,14:05,35.5,980.6,25.5,9.1,1.9,0.01,1
28.874,82.7986,2024-04-22,14:05,9.1,1015.6,49.9,11.0,1.3,0.09,1
28.75,81.7415,2024-04-22,14:05,28.1,981.0,46.2,15.5,2.6,0.07,1
28.7485,81.7314,2024-04-22,14:05,29.4,988.3,23.6,10.4,0.7,0.24,1
28.9095,82.7924,2024-04-22,14:05,14.2,1007.1,13.4,18.0,1.8,0.17,1
28.6279,80.8695,2024-04-22,14:05,38.0,1006.9,25.4,6.3,3.3,0.3,1
28.6216,80.8284,2024-04-22,14:05,38.0,999.8,36.8,19.3,3.3,0.1,1
28.62,80.8181,2024-04-22,14:05,38.0,1012.0,14.4,12.1,3.3,0.25,1
28.9184,82.7911,2024-04-22,14:05,15.3,990.4,28.7,11.6,2.4,0.04,1
28.7185,81.4064,2024-04-22,14:05,36.1,1002.1,47.4,16.3,2.6,0.12,1
28.717,81.3965,2024-04-22,14:05,35.3,1013.2,33.2,16.8,2.2,0.14,1
28.6321,80.8369,2024-04-22,14:05,38.0,988.7,24.0,14.6,3.3,0.22,1
